shortsymbols,vmsize,filesize
libunwind::UnwindCursor<>::getInfo(),96,251
std::sys::fs::unix::DirBuilder::mkdir::_$u7b$$u7b$closure$u7d$$u7d$::h979426425218bd5e,112,251
std::sys::thread_local::os::destroy_value::ha920c45f2eaca0c2,136,251
_$LT$tokio..sync..mpsc..error..SendError$LT$T$GT$$u20$as$u20$core..fmt..Debug$GT$::fmt::h43109f55c981d0b0,88,250
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::h2e2893c14a2ef4ed,136,250
std::thread::scoped::ScopeData::decrement_num_running_threads::h85047bfa689594fc,116,250
Java_io_bitdrift_capture_CaptureJniLibrary_setSleepModeEnabled,135,249
core::ptr::drop_in_place$LT$tokio..runtime..builder..Builder..thread_name$LT$$RF$str$GT$..$u7b$$u7b$closure$u7d$$u7d$$GT$::hc320b505e4d92ee4,52,249
protobuf::rt::unknown_or_group::skip_field_for_tag::h9ff57ba666e4c9bc,124,249
regex_syntax::utf8::Utf8Sequences::new::hb52e24c1bb31732c,136,249
serde::de::Error::invalid_value::h09ce3cbcddf6937f,144,249
serde::de::Error::invalid_value::h2f8b9dd997da7a2d,144,249
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::h73a4ba2c7e024bc1,124,249
_$LT$$RF$T$u20$as$u20$core..fmt..Debug$GT$::fmt::h95342525d34380d7,124,247
_$LT$bd_bounded_buffer..TrySendError$u20$as$u20$core..fmt..Display$GT$::fmt::hc24b3506d29ed020,96,247
_$LT$tracing_core..callsite..DefaultCallsite$u20$as$u20$tracing_core..callsite..Callsite$GT$::set_interest::h7dd85cd1b5b90d97,64,247
core::ptr::drop_in_place$LT$core..result..Result$LT$bd_crash_handler..json_extractor..JsonExtractor$C$anyhow..Error$GT$$GT$::h53a6d7c5799ce869,48,247
libunwind::UnwindCursor<>::getFunctionName(),96,247
regex_syntax::hir::Properties::empty::hdfbcd05a38914d37,136,247
_$LT$regex_automata..util..prefilter..aho_corasick..AhoCorasick$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::memory_usage::hf24ff62d41d4f48f,32,246
bytes::bytes::promotable_even_clone::h0791d56e27cc4c8a,136,246
core::ops::function::FnOnce::call_once$u7b$$u7b$vtable.shim$u7d$$u7d$::h739c489bf2bf9b38,104,246
core::ops::function::FnOnce::call_once::h275f6352cb1f5375,136,246
flatbuffers::vtable::VTable::get::h43d814d2537c8a82,140,246
std::io::error::Error::new::h115d4b82c6e97bec,148,246
std::io::error::Error::new::h2ff714f2ea9d5579,148,246
bytes::bytes::promotable_odd_clone::h0b9d9bf2a403bc7e,136,245
std::sync::poison::once::Once::call_once::_$u7b$$u7b$closure$u7d$$u7d$::h4be00654203d18d6,104,245
[section .gnu.version],244,244
bd_buffer::buffer::non_volatile_ring_buffer::RingBufferImpl::new::_$u7b$$u7b$closure$u7d$$u7d$::hb0f8a99f01f99297,76,244
bd_session_replay::Recorder::create_interval::h03f88bb33350187e,124,244
core::ptr::drop_in_place$LT$bd_buffer..buffer..volatile_ring_buffer..ProducerImpl$GT$::h1931b824f5957103,84,244
regex_automata::util::search::MatchError::quit::h5158002fb5a7bfd5,124,244
_$LT$jni..wrapper..strings..java_str..JavaStr$u20$as$u20$core..ops..deref..Deref$GT$::deref::h6a164e379fbe2ebe,76,243
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h3aa1de1751116604,44,243
_$LT$std..fs..File$u20$as$u20$fs2..FileExt$GT$::try_lock_exclusive::hf667b6332b7728ce,100,243
_Unwind_FindEnclosingFunction,160,243
bd_client_stats_store::CounterWrapper::make_dyn::hd02bf71e46688a60,120,243
core::ptr::drop_in_place$LT$bd_proto..protos..config..v1..config..LogMatcher$GT$::h182212b8cd30f84a,88,243
core::ptr::drop_in_place$LT$bd_proto..protos..config..v1..config..LogMatcher$GT$::h6f45ed12826418c2,88,243
core::ptr::drop_in_place$LT$bd_proto..protos..config..v1..config..LogMatcher$GT$::h93a893bd6c703d9c,88,243
flate2::mem::_$LT$impl$u20$core..convert..From$LT$flate2..mem..CompressError$GT$$u20$for$u20$std..io..error..Error$GT$::from::h320f137a46e60734,44,243
platform_shared::LoggerHolder::into_raw::h8ed9ef861353c50b,128,243
_$LT$rustc_demangle..SizeLimitedFmtAdapter$LT$F$GT$$u20$as$u20$core..fmt..Write$GT$::write_str::h43cb822bd48a4f13,72,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::h01418b162ac4adc5,128,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::h4fbabc786565da3c,128,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::h784012ceacf8fabd,128,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::hc266aedda3c30224,128,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::hd6e9f1c5ca7fe2bf,128,242
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::hfbb8a9876eb33158,128,242
bytes::bytes_mut::shared_v_drop::hb5be6824b2fce61c,136,242
regex_automata::util::search::MatchError::haystack_too_long::hfba1e5aca3be373e,108,242
std::io::error::Error::new::he5569c73d164ed8b,144,242
tokio::runtime::task::waker::WAKER_VTABLE::h58b1c03bb7a2db9f,128,242
tokio::sync::watch::big_notify::BigNotify::notify_waiters::h284084bf7e425318,112,242
_$LT$tokio..sync..mpsc..error..TrySendError$LT$T$GT$$u20$as$u20$core..fmt..Debug$GT$::fmt::hcbc99bb8bac3ac49,76,241
anyhow::error::object_drop::h24cc47bfb59efacd,140,241
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$jni..wrapper..signature..JavaType$GT$$GT$::h331fce5d21257829,76,241
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$jni..wrapper..signature..JavaType$GT$$GT$::hb5da4d5b1f02dc32,76,241
core::ptr::drop_in_place$LT$bd_proto..protos..log_matcher..log_matcher..LogMatcher$GT$::h05b8a8824aa5fc6a,80,241
core::ptr::drop_in_place$LT$bd_proto..protos..log_matcher..log_matcher..LogMatcher$GT$::h3a14621bbeb9b9b9,80,241
core::ptr::drop_in_place$LT$bd_proto..protos..log_matcher..log_matcher..LogMatcher$GT$::hb1a2088c5de91f70,80,241
core::ptr::drop_in_place$LT$bd_proto..protos..log_matcher..log_matcher..LogMatcher$GT$::hd7073e88e6dbb384,80,241
flate2::mem::_$LT$impl$u20$core..convert..From$LT$flate2..mem..DecompressError$GT$$u20$for$u20$std..io..error..Error$GT$::from::h88854af93eb9319f,40,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::h129ce1e43b8f7eff,116,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::h3824f79eba68d05f,116,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::h6f66dc6e560dab31,116,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::hbae1fe4ce8a0adc8,116,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::hbcb19b8c37e19c48,116,241
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::hfd98951dc2baddbe,116,241
_$LT$ahash..random_state..DefaultRandomSource$u20$as$u20$ahash..random_state..RandomSource$GT$::gen_hasher_seed::h1d8264df792c9e3a,52,240
protobuf::coded_input_stream::CodedInputStream::read_bool::h4f077cb6cb1ed04c,108,240
_$LT$bd_log_matcher..matcher..NanEqualFloat$u20$as$u20$core..cmp..PartialEq$GT$::eq::hec2874c7306b242b,80,239
_$LT$regex_automata..util..prefilter..memchr..Memchr$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::memory_usage::h042cd53bff5313f7,36,239
_$LT$regex_automata..util..prefilter..memmem..Memmem$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::memory_usage::hcffbc04093fb2637,36,239
_$LT$regex_automata..util..prefilter..teddy..Teddy$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::is_fast::h56f48ed24ef70732,44,239
log::set_logger::he926331e899485a3,148,239
time::parsing::combinator::n_to_m_digits::hf3e5923ea43a0ddf,124,239
_$LT$regex_automata..meta..strategy..ReverseAnchored$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::hd9b9218c9b0bf248,40,238
aho_corasick::util::error::MatchError::invalid_input_unanchored::h07431e5b8b0841f0,100,238
anyhow::context::_$LT$impl$u20$core..error..Error$u20$for$u20$anyhow..error..ContextError$LT$C$C$anyhow..Error$GT$$GT$::provide::hafbe3490012c9935,36,238
anyhow::context::_$LT$impl$u20$core..error..Error$u20$for$u20$anyhow..error..ContextError$LT$C$C$anyhow..Error$GT$$GT$::provide::hbddb0c6e959bfb93,36,238
base64::encode::encoded_len::hd13480063f7114a3,136,238
bincode::features::impl_std::_$LT$impl$u20$core..error..Error$u20$for$u20$bincode..error..DecodeError$GT$::source::hdbd0062bdd1399af,52,238
core::ops::function::FnOnce::call_once$u7b$$u7b$vtable.shim$u7d$$u7d$::h4f303fec9e3e08a9,96,238
platform_shared::LoggerHolder::log_app_launch_tti::h232125c5b6921bca,112,238
std::thread::current::current::hca26e476d35e4697,136,238
tokio::runtime::task::state::State::transition_to_shutdown::h1975a1652d7ed038,108,238
android_logger::init_once::h40281f7fe22f3622,136,237
anyhow::context::_$LT$impl$u20$core..error..Error$u20$for$u20$anyhow..error..ContextError$LT$C$C$anyhow..Error$GT$$GT$::source::h94dc8956d9ef7624,36,237
anyhow::context::_$LT$impl$u20$core..error..Error$u20$for$u20$anyhow..error..ContextError$LT$C$C$anyhow..Error$GT$$GT$::source::hb30c4e27344abd77,36,237
bincode::error::DecodeError::change_integer_type_to_signed::h8c1ad1f3109c86b0,104,237
std::os::fd::owned::OwnedFd::try_clone::hb87e6beae0f33722,128,237
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::h324083158ce095f5,112,237
std::sync::once_lock::OnceLock$LT$T$GT$::initialize::heceed2f7155dd8e5,112,237
std::sync::poison::once::Once::call_once::_$u7b$$u7b$closure$u7d$$u7d$::h922944b21bb9fe80,96,237
_$LT$bd_artifact_upload..uploader..Error$u20$as$u20$core..convert..From$LT$tokio..runtime..task..error..JoinError$GT$$GT$::from::h17577def5c0ee405,32,236
_$LT$core..num..dec2flt..ParseFloatError$u20$as$u20$core..error..Error$GT$::description::hb3a2103bb598f61e,72,236
_$LT$regex_automata..meta..strategy..ReverseSuffix$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::h0cc55d60572ca86d,40,236
_$LT$regex_automata..meta..strategy..ReverseSuffix$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h57b40731167d0bb7,36,236
bd_session_replay::CaptureScreenshotHandler::capture_screenshot::h28dfa098a0c1c70f,96,236
tokio::sync::watch::state::AtomicState::load::h69c40a253aa3bd1b,36,236
_$LT$bd_logger..pre_config_buffer..Error$u20$as$u20$core..fmt..Display$GT$::fmt::h3137565d6bfae0bc,80,235
_$LT$core..char..EscapeDebug$u20$as$u20$core..fmt..Display$GT$::fmt::hda31100a553758be,92,235
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h2a50054ab79c6cfd,36,235
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h2baa7aa2d53726f0,36,235
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h926149a0c910047c,36,235
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::habac74706bad031d,40,235
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h5e4b439b008886d3,36,235
_$LT$regex_automata..util..prefilter..byteset..ByteSet$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::is_fast::hcd1287919e431d3c,36,235
_$LT$tokio..runtime..task..core..TaskIdGuard$u20$as$u20$core..ops..drop..Drop$GT$::drop::h06d95c3f0239af3e,72,235
libunwind::UnwindCursor<>::validReg(),96,235
log::__private_api::log_impl::h41ac82d020c8869c,132,235
log::__private_api::log_impl::hb245cda59b0b5282,132,235
log::__private_api::log_impl::hc57576aaf0534b68,132,235
std::io::error::Error::_new::h5a0bba6394bd8268,136,235
std::sys::thread_local::os::destroy_value::h1ab3306ca77203a6,120,235
_$LT$bd_runtime..runtime..Snapshot$u20$as$u20$bd_runtime..runtime..ReadValue$LT$time..duration..Duration$GT$$GT$::read_value::h5caad082ab7ffa03,32,234
bd_events::Listener::new::hcd85f87323d5388c,136,234
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$bincode..error..EncodeError$GT$$GT$::hd11a1b96096cb905,68,234
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$bincode..error..EncodeError$GT$$GT$::hd6f723d934ffc55c,68,234
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$jni..wrapper..errors..Error$GT$$GT$::he97b582f63ab817d,68,234
futures_core::task::__internal::atomic_waker::AtomicWaker::wake::hb5127ae7f70c2161,96,234
_$LT$$RF$T$u20$as$u20$core..fmt..Display$GT$::fmt::h096af3a202648176,108,233
_$LT$bd_buffer..buffer..common_ring_buffer..LockHandleImpl$u20$as$u20$core..ops..drop..Drop$GT$::drop::h72efcbe1185b16a9,56,233
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::memory_usage::h1e4ac248e6ec5c7e,36,233
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::memory_usage::h2538156a6a4289aa,36,233
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::memory_usage::h4833331517e3eedd,36,233
_$LT$regex_automata..util..prefilter..memchr..Memchr$u20$as$u20$regex_automata..util..prefilter..PrefilterI$GT$::is_fast::hc227c160bf3d6bfb,36,233
anyhow::context::_$LT$impl$u20$core..fmt..Display$u20$for$u20$anyhow..error..ContextError$LT$C$C$E$GT$$GT$::fmt::h7c0e7b13d47e7eab,48,233
anyhow::context::_$LT$impl$u20$core..fmt..Display$u20$for$u20$anyhow..error..ContextError$LT$C$C$E$GT$$GT$::fmt::h852e7cbf65983a87,48,233
bd_client_stats_store::Histogram::start_timer::hb3764fc5df106eb6,112,233
_$LT$alloc..borrow..Cow$LT$str$GT$$u20$as$u20$bd_bounded_buffer..size..MemorySized$GT$::size::h4c71b6cbde61ac9f,64,232
_$LT$regex_automata..meta..strategy..ReverseAnchored$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::memory_usage::h7b1e8ec241a084b5,32,232
_$LT$std..io..error..Error$u20$as$u20$core..error..Error$GT$::source::h190ff6caa4be6eca,88,232
_$LT$tokio..time..instant..Instant$u20$as$u20$core..ops..arith..Sub$GT$::sub::h9dacfce7479eac72,80,232
aho_corasick::util::error::MatchError::invalid_input_anchored::haa27ad415a5ddd6e,96,232
core::ptr::drop_in_place$LT$bd_log_matcher..matcher..ValueOrSavedFieldId$LT$alloc..string..String$GT$$GT$::hc299ca6636a72e76,52,232
regex_automata::nfa::thompson::compiler::Compiler::patch::haeeab757e63b97a7,104,232
_$LT$bd_runtime..runtime..Snapshot$u20$as$u20$bd_runtime..runtime..ReadValue$LT$alloc..string..String$GT$$GT$::read_value::h4673ededec744cfa,32,231
_$LT$core..num..dec2flt..ParseFloatError$u20$as$u20$core..fmt..Display$GT$::fmt::hf2dc579fdd36c2b7,76,231
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::h18f4c26e5f71fbf7,36,231
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::hd7fa5e9d3a60ee39,36,231
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::he31e00a15fc3d248,36,231
_$LT$std..io..error..Error$u20$as$u20$core..error..Error$GT$::cause::h61b006c717e724bb,88,231
__unw_get_proc_info,116,231
bd_log_matcher::matcher::Leaf::new::transform_int_value_match::h10abe783f4a6c7aa,96,231
mio::poll::Registry::try_clone::h1d7a7c146632f398,128,231
regex_automata::util::search::MatchError::gave_up::h2bd71ec5d94daace,108,231
rustc_demangle::v0::Parser::namespace::hcfd76d6c0c1d1859,120,231
std::path::Path::file_name::hc0e443f6ed5ef35d,132,231
tokio::runtime::task::raw::shutdown::h02f773fbb80d4c09,124,231
tokio::runtime::task::raw::shutdown::h164595bf8d286be8,124,231
tokio::runtime::task::raw::shutdown::h1aad5ab2c7f19a40,124,231
tokio::runtime::task::raw::shutdown::h1cc64e3e6c76b6e9,124,231
tokio::runtime::task::raw::shutdown::h4cc42fe48f8f9b86,124,231
tokio::runtime::task::raw::shutdown::h4f05285b132f0ed8,124,231
tokio::runtime::task::raw::shutdown::h52bd8f8a627588b7,124,231
tokio::runtime::task::raw::shutdown::h5379c56c92070d5c,124,231
tokio::runtime::task::raw::shutdown::h5bd4f0b59c13c76d,124,231
tokio::runtime::task::raw::shutdown::h64fd41c365b75a09,124,231
tokio::runtime::task::raw::shutdown::h837d0a9e3d11953f,124,231
tokio::runtime::task::raw::shutdown::h9d49592740caa1bc,124,231
tokio::runtime::task::raw::shutdown::hff11d887cd731e98,124,231
_$LT$bd_client_stats..stats..JitteredIntervalCreator$u20$as$u20$bd_client_stats..stats..IntervalCreator$GT$::interval::h474b008cd6c08eed,36,230
_$LT$jni..wrapper..errors..Error$u20$as$u20$core..error..Error$GT$::source::hff6f4f07907f9fde,80,230
_$LT$log..__private_api..GlobalLogger$u20$as$u20$log..Log$GT$::log::h01b64df129595568,88,230
_$LT$platform_shared..error..SessionProvider$u20$as$u20$bd_client_common..error..SessionProvider$GT$::session_id::h486dfe6a293a5475,40,230
_$LT$regex_automata..meta..strategy..Core$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_accelerated::h1fe278187b317636,40,230
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$tokio..sync..mpsc..error..TrySendError$LT$$LP$$RP$$GT$$GT$$GT$::he08cf3e751061be8,36,230
log::__private_api::log::ha383e0896d50351c,132,230
regex_syntax::ast::parse::ParserI$LT$P$GT$::bump_and_bump_space::hdb339049684f8ae7,92,230
tokio::runtime::park::CachedParkThread::waker::he3c390ce448a2452,112,230
Java_io_bitdrift_capture_CaptureJniLibrary_startNewSession,119,229
_$LT$bd_workflows..engine..WorkflowsEngine$u20$as$u20$core..ops..drop..Drop$GT$::drop::hc301d2876a544f70,68,229
_$LT$tokio..sync..mpsc..bounded..Semaphore$u20$as$u20$tokio..sync..mpsc..chan..Semaphore$GT$::is_idle::h6ec6c08c0f826d6d,52,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h0b8f47d1b465589b,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h0c72b68e32c1d871,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h154df0e96f3efba5,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h353c2059b8708200,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h4e3b937998f49738,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h622a4a7e7166d4ac,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h666583cd4ad60f28,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::h794f634c9bf2e34f,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::ha8e28f8c3fd1ff5a,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::habcbf2cd55f0d3c3,104,229
anyhow::error::_$LT$impl$u20$anyhow..Error$GT$::msg::hbe3ab1753decca92,104,229
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$protobuf..error..Error$GT$$GT$::h31fa36946453cd5f,68,229
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$protobuf..error..Error$GT$$GT$::h3624ae81cecd6959,68,229
core::ptr::drop_in_place$LT$regex_automata..util..prefilter..aho_corasick..AhoCorasick$GT$::h5f15da5dcbd542e7,64,229
rustc_demangle::try_demangle::h7d50b7380b27be94,124,229
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::reset_cache::h0aa0b277960a1c09,32,228
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::reset_cache::hb2b3b6b1546c3861,32,228
futures_util::stream::futures_unordered::task::waker_ref::drop_arc_raw::h24650caea9b33f62,84,228
std::sync::poison::once::Once::call_once_force::_$u7b$$u7b$closure$u7d$$u7d$::h8e8e54f825e52154,80,228
tokio::time::interval::interval::hbc0f82541712865e,124,228
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::h3dfe20acd32b4fc4,32,227
_$LT$regex_automata..meta..strategy..Pre$LT$P$GT$$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::group_info::h6833ccfc6932dc30,32,227
_$LT$tracing_core..field..DebugValue$LT$T$GT$$u20$as$u20$tracing_core..field..Value$GT$::record::h196907b924007891,56,227
_$LT$tracing_core..subscriber..NoSubscriber$u20$as$u20$tracing_core..subscriber..Subscriber$GT$::register_callsite::ha2a7569cbaf02ce4,36,227
memmap2::os::file_len::h8c00a87c81f5c5ab,132,227
std::sys::thread_local::os::destroy_value::h347699b5e45e0e71,112,227
std::sys::thread_local::os::destroy_value::h635e74fa84c9a97e,112,227
std::sys::thread_local::os::destroy_value::h72beda6e2439dd90,112,227
std::sys::thread_local::os::destroy_value::h877fd5e5d1072a78,112,227
_$LT$combine..error..StringStreamError$u20$as$u20$core..error..Error$GT$::description::h66b036c3e47233a6,64,226
bd_logger::consumer::BufferUploadManager::handle_buffer_event::_$u7b$$u7b$closure$u7d$$u7d$::__CALLSITE::heac76d33709912ef,48,226
std::io::error::Error::new::he3ecee89a5bc19da,128,226
Java_io_bitdrift_capture_CaptureJniLibrary_destroyLogger,117,225
_$LT$tracing_core..subscriber..NoSubscriber$u20$as$u20$tracing_core..subscriber..Subscriber$GT$::record_follows_from::h3914951560122511,32,225
time_core::util::days_in_month::h3e5b629d1cedf793,120,225
tokio::util::wake::wake_arc_raw::hf5f3db9d04c1f233,120,225
_$LT$tower..util..map_future..MapFuture$LT$S$C$F$GT$$u20$as$u20$tower_service..Service$LT$R$GT$$GT$::poll_ready::h9f8e5201eaef9b30,36,224
once_cell::imp::OnceCell$LT$T$GT$::initialize::h9028b6c08f5e6c89,104,224
bd_grpc_codec::Encoder$LT$MessageType$GT$::encode_compressed::COMPRESSOR::_$u7b$$u7b$closure$u7d$$u7d$::VAL::hf2d2b308ae4b5683,40,223
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$bd_buffer..Error$GT$$GT$::h98c153a8e8bd1adf,68,223
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$bd_buffer..Error$GT$$GT$::he3c8ce1e2cf56174,68,223
core::ptr::drop_in_place$LT$anyhow..error..ErrorImpl$LT$bd_buffer..Error$GT$$GT$::he51a7b2c53cc3fa5,68,223
regex_syntax::ast::Ast::empty::h38fc65342855124e,120,223
_$LT$bd_client_stats_store..CounterWrapper$u20$as$u20$bd_stats_common..Counter$GT$::inc_by::h30c112259ab749e4,56,222
_$LT$tokio..runtime..blocking..schedule..BlockingSchedule$u20$as$u20$tokio..runtime..task..Schedule$GT$::schedule::h75ea897cca42c465,32,222
core::ops::function::FnOnce::call_once$u7b$$u7b$vtable.shim$u7d$$u7d$::hd926a2798bafe27d,80,222
core::ops::function::FnOnce::call_once$u7b$$u7b$vtable.shim$u7d$$u7d$::heee7475ab9500509,80,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h11ee2396ab26df24,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h12b3116892e25801,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h284ca37bc5d39144,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h41d74c63d445510a,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h617dd9d55d46ed61,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h6fef1ce946bd41e6,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::h9a6c50eeb18f5a9e,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::ha6e6a77f9a71671b,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::ha915910b07bf22cf,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::hab00695733be974c,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::hbbab3abe79336092,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::hc42b81196e5f4285,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::hdb747d970466f6c4,64,222
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::_$u7b$$u7b$closure$u7d$$u7d$::hfb05360f11252568,64,222
regex_syntax::ast::Ast::span::h21799ad1f6191807,120,222
Java_io_bitdrift_capture_CaptureJniLibrary_flush,121,221
Java_io_bitdrift_capture_CaptureJniLibrary_startLogger,115,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h159e63791bad892c,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h165f121727d277b2,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h1954e173167a7af4,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h1af2baa2a3a1a98d,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h1d8acab547a6e585,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h21867b4f15352ccb,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h26b5292594bc9e87,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h2c1a6ba018a9afea,68,221
_$LT$anyhow..error..ErrorImpl$LT$E$GT$$u20$as$u20$core..fmt..Display$GT$::fmt::h3b995d72f9c10e98,68,221
